country,admin_name,lat,lng,population
Namibia,Khomas,-22.5700,17.0835,268132
Guyana,Demerara-Mahaica,6.8020,-58.1670,264350
Suriname,Paramaribo,5.8350,-55.1670,254169
Timor-Leste,Díli,-8.5594,125.5795,234331
"Bahamas, The",,25.0834,-77.3500,227940
Bolivia,Chuquisaca,-19.0410,-65.2595,224838
Cyprus,Lefkosía,35.1667,33.3666,224300
Tanzania,Dodoma,-6.1833,35.7500,218269
Sri Lanka,Western,6.9320,79.8578,217000
Botswana,Gaborone,-24.6463,25.9119,208411
Cote D’Ivoire,Yamoussoukro,6.8184,-5.2755,206499
Barbados,Saint Michael,13.1020,-59.6165,191152
Fiji,Rewa,-18.1330,178.4417,175399
Iceland,Höfuðborgarsvæði,64.1500,-21.9500,166212
Equatorial Guinea,Bioko Norte,3.7500,8.7833,155963
Curaçao,,12.2004,-69.0200,146813
Montenegro,Podgorica,42.4660,19.2663,145850
Comoros,Grande Comore,-11.7042,43.2402,128698
Sri Lanka,Western,6.9000,79.9500,115826
Cabo Verde,Praia,14.9167,-23.5167,113364
Maldives,Maale,4.1667,73.4999,112927
South Sudan,Central Equatoria,4.8300,31.5800,111975
Luxembourg,Luxembourg,49.6117,6.1300,107260
Bhutan,Thimphu,27.4730,89.6390,98676
Swaziland,Hhohho,-26.3167,31.1333,90138
Sao Tome And Principe,São Tomé,0.3334,6.7333,88219
Solomon Islands,Honiara,-9.4380,159.9498,76328
Aruba,,12.5304,-70.0290,68775
Samoa,Tuamasaga,-13.8415,-171.7386,61916
Andorra,Andorra la Vella,42.5000,1.5165,53998
Saint Vincent And The Grenadines,Saint George,13.1483,-61.2121,49485
Vanuatu,Shefa,-17.7334,168.3166,44040
"Gambia, The",Banjul,13.4539,-16.5917,43094
Tonga,Tongatapu,-21.1385,-175.2206,42620
Saint Lucia,Castries,14.0020,-61.0000,37963
Monaco,,43.7396,7.4069,36371
Liechtenstein,Vaduz,47.1337,9.5167,36281
Antigua And Barbuda,Saint John,17.1180,-61.8500,35499
Grenada,Saint George,12.0526,-61.7416,33734
Seychelles,,-4.6166,55.4500,33576
San Marino,San Marino Città,43.9172,12.4667,29579
Kiribati,,1.3382,173.0176,28802
Marshall Islands,Majuro,7.1030,171.3800,25400
Dominica,Saint George,15.3010,-61.3870,23336
Saint Kitts and Nevis,Saint George Basseterre,17.3020,-62.7170,21887
Belize,Cayo,17.2520,-88.7671,15220
American Samoa,,-14.2740,-170.7046,12576
Swaziland,Hhohho,-26.4667,31.2000,9782
Tuvalu,Funafuti,-8.5167,179.2166,4749
"Micronesia, Federated States Of",Pohnpei,6.9166,158.1500,4645
Northern Mariana Islands,,15.2137,145.7546,2500
Guam,,13.4745,144.7504,1051
West Bank and Gaza,,31.7764,35.2269,128805
Sint Maarten,,18.0255,-63.0450,
Burundi,Gitega,-3.4271,29.9246,
Kosovo,Prishtinë,42.6666,21.1724,
Palau,Melekeok,7.5000,134.6242,
Yemen,‘Adan,12.7797,45.0095,1000000
Bolivia,Cochabamba,-17.4100,-66.1700,1000000
China,Hunan,26.2304,111.6200,1000000
China,Yunnan,25.1200,99.1500,1000000
Vietnam,Quảng Nam,16.0600,108.2500,1000000
Japan,Fukuoka,33.8704,130.8200,997536
Russia,Permskiy Kray,58.0000,56.2500,997000
Iran,Khūzestān,31.2800,48.7200,996000
India,Rājasthān,26.2918,73.0168,995000
Mexico,San Luis Potosí,22.1700,-101.0000,992000
Ukraine,Odes’ka Oblast’,46.4900,30.7100,991000
China,Ningxia,38.4680,106.2730,991000
China,Zhejiang,30.7704,120.7500,988000
Brazil,Santa Catarina,-26.3200,-48.8399,988000
Ukraine,Donets’ka Oblast’,48.0000,37.8300,988000
China,Guangxi,25.2800,110.2800,987000
Iraq,Dahūk,36.8667,43.0000,986000
Russia,Volgogradskaya Oblast’,48.7100,44.5000,984000
India,Assam,26.1600,91.7700,983000
China,Jiangxi,27.8333,114.4000,982000
China,Shanxi,37.8700,113.5700,981448
Brazil,Amazonas,-6.9838,-60.2699,980588
India,Chandīgarh,30.7200,76.7800,979000
India,Madhya Pradesh,26.2300,78.1801,978000
Japan,Shizuoka,34.7181,137.7327,977023
Iran,Qom,34.6500,50.9500,973000
China,Heilongjiang,45.3000,130.9700,965000
Mexico,Yucatán,20.9666,-89.6166,965000
China,Jiangsu,34.3800,118.3500,962656
Mexico,Querétaro,20.6300,-100.3800,961000
China,Jiangxi,27.6200,113.8500,961000
Brazil,Paraíba,-7.1011,-34.8761,956000
Malaysia,Selangor,3.0204,101.5500,956000
China,Liaoning,41.1204,121.1000,956000
United States,Oklahoma,35.4676,-97.5137,955998.0
Italy,Campania,40.6804,14.7699,954265
India,Kerala,8.5000,76.9500,954000
India,Kerala,11.2504,75.7700,953000
India,Tamil Nādu ,10.8100,78.6900,951000
Nigeria,Oyo,8.1300,4.2400,951000
Philippines,General Santos,6.1108,125.1747,950530
Vietnam,Thừa Thiên-Huế,16.4700,107.5800,950000
Philippines,Bacolod,10.6317,122.9817,949354
China,Jiangsu,32.0304,120.8250,947000
China,Guangdong,23.0301,113.1200,943000
"Korea, South",Gyeonggi,37.4386,127.1378,942000
United States,Connecticut,41.1918,-73.1953,938406.0
France,Provence-Alpes-Côte d’Azur,43.7150,7.2650,927000
United States,New York,42.9017,-78.8487,926261.0
Iraq,Arbīl,36.1790,44.0086,926000
Russia,Krasnoyarskiy Kray,56.0140,92.8660,925000
Brazil,Pernambuco,-8.0000,-34.8500,921840
Belgium,Flanders,51.2204,4.4150,920000
Turkey,Konya,37.8750,32.4750,919000
Indonesia,Jawa Barat,-6.5700,106.7500,918000
United States,Connecticut,41.7661,-72.6834,914751.0
China,Anhui,33.9504,116.7500,913000
China,Jiangxi,27.8000,114.9300,913000
Brazil,Piauí,-5.0950,-42.7800,907000
Japan,Okinawa,26.2072,127.6730,905238
"Korea, South",Gyeonggi,37.6527,126.8372,903000
China,Henan,35.3204,113.8700,903000
China,Sichuan,28.7700,104.5700,902000
Nigeria,Abia,5.1004,7.3500,897560
Nigeria,Borno,11.8500,13.1600,896000
Jordan,Az Zarqā’,32.0700,36.1000,894691
Turkey,Mersin,36.9204,34.8800,894318
China,Anhui,32.9500,117.3300,894000
Argentina,Mendoza,-32.8833,-68.8166,893000
India,Karnātaka,15.3600,75.1250,890000
Chile,Biobío,-36.8300,-73.0500,889725
Nigeria,Kaduna,11.0800,7.7100,889000
China,Henan,36.0800,114.3500,887000
Colombia,Bolívar,10.3997,-75.5144,887000
India,Karnātaka,12.3100,76.6600,887000
Mexico,Baja California,32.6500,-115.4800,885000
China,Inner Mongolia,43.6200,122.2700,884000
Kenya,Mombasa,-4.0400,39.6899,882000
United Kingdom,Newcastle upon Tyne,55.0004,-1.6000,882000
Brazil,Rio Grande do Sul,-29.7096,-51.1400,876990
Peru,Callao,-12.0700,-77.1350,876877
Spain,Basque Country,43.2500,-2.9300,875552
Malaysia,Johor,1.4800,103.7300,875000
India,Chhattīsgarh,21.2350,81.6350,875000
China,Hubei,30.7000,111.2800,875000
United States,Texas,32.7812,-97.3472,874168
India,Tamil Nādu ,11.6700,78.1801,873000
China,Guangdong,21.8504,111.9700,872363
Morocco,Marrakech-Safi,31.6300,-8.0000,872000
China,Henan,34.8500,114.3500,872000
China,Liaoning,40.1436,124.3936,870000
Iraq,Al Başrah,30.5135,47.8136,870000
Mexico,Aguascalientes,21.8795,-102.2904,869000
United States,Arizona,32.1545,-110.8782,868391.0
Japan,Okayama,34.6720,133.9171,866092
"Korea, South",Gyeonggi,37.4989,126.7831,866000
China,Anhui,30.9525,118.7553,866000
Indonesia,Lampung,-5.4300,105.2700,865000
China,Shandong,35.4304,119.4500,865000
Italy,Sicilia,38.1250,13.3500,863000
United Kingdom,Cardiff,51.5000,-3.2250,861400
Mexico,Tamaulipas,22.3000,-97.8700,859419
China,Henan,35.2500,113.2200,857000
Indonesia,Sumatera Barat,-0.9600,100.3600,855000
India,Punjab,31.3349,75.5690,855000
China,Jiangsu,32.2200,119.4300,854000
Chile,Valparaíso,-33.0478,-71.6210,854000
China,Henan,33.7304,113.3000,849000
China,Guizhou,27.7000,106.9200,849000
China,Guizhou,26.2504,105.9300,849000
France,Occitanie,43.6200,1.4499,847000
United States,Texas,31.8479,-106.4309,845674.0
Brazil,Rio de Janeiro,-22.7400,-43.4700,844583
India,Odisha,20.2704,85.8274,844000
Russia,Voronezhskaya Oblast’,51.7300,39.2700,844000
Russia,Saratovskaya Oblast’,51.5800,46.0300,843000
China,Shanxi,37.6804,112.7300,840000
China,Jiangsu,33.3856,120.1253,839000
Mexico,Morelos,18.9211,-99.2400,834001
China,Shanxi,36.0803,111.5200,834000
United States,Hawaii,21.3294,-157.8460,833671.0
Nigeria,Delta,5.5200,5.7600,830106
Switzerland,Basel-Stadt,47.5804,7.5900,830000
Argentina,Tucumán,-26.8160,-65.2166,830000
Iran,Kermānshāh,34.3800,47.0600,828313
Greece,Kentrikí Makedonía,40.6961,22.8850,828000
United States,Nebraska,41.2628,-96.0498,827786.0
India,Rājasthān,25.1800,75.8350,827000
Portugal,Braga,41.5550,-8.4213,826833
India,Uttar Pradesh,25.4530,78.5575,826494
China,Hunan,29.3801,113.1000,826000
United Kingdom,Nottingham,52.9703,-1.1700,825600
Morocco,Souss-Massa,30.4400,-9.6200,825467
Malaysia,Pulau Pinang,5.4171,100.4000,821652
India,Uttar Pradesh,28.3454,79.4200,817000
Nigeria,Plateau,9.9300,8.8900,816824
China,Guizhou,25.0904,104.8900,816000
Philippines,Cebu,10.3200,123.9001,815000
Peru,Arequipa,-16.4200,-71.5300,815000
United Kingdom,Liverpool,53.4160,-2.9180,811000
China,Anhui,31.3504,118.3700,810000
China,Hebei,39.5204,116.6800,810000
Bangladesh,Rājshāhi,24.3750,88.6050,810000
China,Yunnan,27.3204,103.7200,809000
Mexico,Sinaloa,24.8300,-107.3800,809000
Spain,Valencia,39.4850,-0.4000,808000
China,Liaoning,41.2400,119.4011,806000
Brazil,Mato Grosso,-15.5696,-56.0850,806000
Vietnam,Bình Định,13.7800,109.1800,805290
Indonesia,Jawa Timur,-7.9800,112.6100,805000
India,Uttar Pradesh,27.8922,78.0618,805000
Ukraine,L’vivs’ka Oblast’,49.8350,24.0300,803880
France,Nouvelle-Aquitaine,44.8500,-0.5950,803000
United States,Texas,26.2273,-98.2471,800904.0
China,Shaanxi,34.3800,107.1500,800000
Indonesia,Riau,0.5650,101.4250,799000
Algeria,Oran,35.7100,-0.6200,798000
China,Liaoning,40.6703,122.2800,795000
India,Mahārāshtra,19.3500,73.1300,795000
China,Liaoning,41.2800,123.1800,794000
Mexico,Chihuahua,28.6450,-106.0850,793000
India,Jammu and Kashmīr,32.7118,74.8467,791000
Malaysia,Melaka,2.2064,102.2465,788706
Ukraine,Zaporiz’ka Oblast’,47.8573,35.1768,788000
India,Uttar Pradesh,28.8418,78.7568,787000
Turkey,Antalya,36.8900,30.7000,783000
Yemen,Al Ḩudaydah,14.7979,42.9530,780000
Brazil,Mato Grosso do Sul,-20.4500,-54.6166,778000
China,Zhejiang,30.0004,120.5700,777000
China,Heilongjiang,47.6999,128.9000,777000
India,Karnātaka,12.9000,74.8500,776632
Germany,North Rhine-Westphalia,51.2500,7.1700,776525
"Korea, South",Chungbuk,36.6439,127.5012,775096
Philippines,Zamboanga,6.9200,122.0800,773000
"Korea, North",Hamnam,39.9101,127.5454,773000
China,Zhejiang,30.0533,119.9519,771000
Nigeria,Kwara,8.4900,4.5500,771000
Germany,Saarland,49.2504,6.9700,770001
China,Liaoning,42.0105,121.6600,770000
China,Hubei,32.5700,110.7800,770000
Pakistan,Balochistān,30.2200,67.0250,768000
Peru,La Libertad,-8.1200,-79.0200,765171
Congo (Kinshasa),Kasaï Central,-5.8900,22.4000,765000
Turkey,Trabzon,40.9800,39.7200,764714
China,Shanxi,35.5004,112.8300,760000
United States,New Mexico,35.1053,-106.6464,758523.0
Poland,Łódzkie,51.7750,19.4514,758000
Poland,Małopolskie,50.0600,19.9600,756000
Mexico,Coahuila de Zaragoza,25.4200,-101.0050,754000
Brazil,São Paulo,-23.2000,-45.8799,753769
"Korea, North",Hamnam,39.8231,127.6232,751322
Yemen,Ta‘izz,13.6045,44.0394,751000
South Africa,KwaZulu-Natal,-29.6100,30.3900,750845
Morocco,Tanger-Tétouan-Al Hoceïma,35.7473,-5.8327,750060
Taiwan,Hsinchu,24.8168,120.9767,750000
Taiwan,Changhua,24.0734,120.5134,750000
India,Mahārāshtra,16.7000,74.2200,750000
Uzbekistan,Farg‘ona,40.3900,71.7800,750000
Uzbekistan,Namangan,41.0000,71.6700,750000
Belgium,Wallonia,50.6300,5.5800,749110
Venezuela,Bolívar,8.3700,-62.6200,746535
United States,Alabama,33.5277,-86.7987,744189.0
China,Heilongjiang,47.4000,130.3700,743307
Philippines,Naga,13.6192,123.1814,741635
Poland,Pomorskie,54.3600,18.6400,740000
"Korea, South",Gyeonggi,37.3481,126.8595,739493
Germany,Bavaria,49.4500,11.0800,737304
Nigeria,Oyo,7.8504,3.9300,736072
India,Mahārāshtra,20.9500,77.7700,734451
Indonesia,Bali,-8.6500,115.2200,732344
Nigeria,Sokoto,13.0600,5.2400,732178
China,Guangxi,21.4804,109.1000,728978
Germany,Bremen,53.0800,8.8000,724909
Iraq,As Sulaymānīyah,35.5613,45.4309,723170
Germany,Lower Saxony,52.3670,9.7167,722490
Colombia,Norte de Santander,7.9200,-72.5200,722146
Canada,Ontario,43.2500,-79.8300,721053
Tanzania,Kilimanjaro,-3.3396,37.3400,721018
China,Guangdong,24.8000,113.5800,720266
Japan,Kumamoto,32.8009,130.7006,718232
United States,Ohio,39.7797,-84.1998,718169.0
China,Jiangsu,34.6004,119.1700,715600
Mexico,Guerrero,16.8500,-99.9160,715584
Afghanistan,Kandahār,31.6100,65.6949,715542
India,Uttarakhand,30.3204,78.0500,714223
United States,New York,43.1680,-77.6162,711998.0
"Korea, South",Jeonbuk,35.8314,127.1404,711424
Uzbekistan,Samarqand,39.6700,66.9450,708000
China,Guangdong,23.7004,113.0301,706717
United States,Florida,27.3386,-82.5430,706245.0
China,Shanxi,36.1839,113.1053,706000
Russia,Samarskaya Oblast’,53.4804,49.5300,702879
Brazil,Pernambuco,-8.1100,-35.0200,702621
Japan,Shizuoka,34.9858,138.3854,701561
Zimbabwe,Bulawayo,-20.1700,28.5800,699385
Colombia,Atlántico,10.9200,-74.7700,698852
United States,California,36.7831,-119.7941,698021.0
Morocco,Fès-Meknès,33.9004,-5.5600,697628
Argentina,Buenos Aires,-34.9096,-57.9600,694253
India,Mahārāshtra,20.5604,74.5250,690844
Nigeria,Enugu,6.4500,7.5000,688862
China,Hubei,30.2200,115.1000,688090
Brazil,Sergipe,-10.9000,-37.1200,685356
United States,Pennsylvania,40.5961,-75.4755,682899.0
Germany,North Rhine-Westphalia,50.7205,7.0800,680543
Honduras,Cortés,15.5000,-88.0300,680091
India,Andhra Pradesh,14.4400,79.9899,678004
Italy,Sicilia,37.5000,15.0800,674542
India,Uttar Pradesh,26.7504,83.3800,674246
Malaysia,Perak,4.6000,101.0650,673318
"Korea, North",Hambuk,41.7846,129.7900,672614
United States,Oklahoma,36.1284,-95.9043,672054.0
Japan,Tochigi,36.5500,139.8700,667752
China,Henan,35.7004,114.9800,666322
Iraq,An Najaf,32.0003,44.3354,665552
Brazil,Paraná,-25.5700,-49.1800,665063
Brazil,São Paulo,-23.6528,-46.5278,662373
Poland,Śląskie,50.3500,18.9100,662247
Congo (Brazzaville),Pointe-Noire,-4.7700,11.8800,659084
Saudi Arabia,Makkah al Mukarramah,21.2622,40.3823,657282
Egypt,Al Ismā‘īlīyah,30.5903,32.2600,656135
United States,California,37.9722,-122.0016,654770.0
India,Karnātaka,13.9304,75.5600,654055
Vietnam,Đồng Nai,10.9700,106.8301,652646
China,Yunnan,25.6005,103.8166,652604
Ukraine,Dnipropetrovs’ka Oblast’,47.9283,33.3450,652380
Jordan,Irbid,32.5500,35.8500,650000
India,Tamil Nādu ,11.0804,77.3300,650000
Uzbekistan,Andijon,40.7900,72.3400,650000
Russia,Krasnodarskiy Kray,45.0200,39.0000,649851
Spain,Aragon,41.6500,-0.8900,649404
Italy,Liguria,44.4100,8.9300,647497
Turkey,Diyarbakır,37.9204,40.2300,644763
Mexico,Michoacán de Ocampo,19.7334,-101.1895,644306
Russia,Ul’yanovskaya Oblast’,54.3300,48.4100,640680
Netherlands,Utrecht,52.1003,5.1200,640000
Congo (Kinshasa),Kwilu,-5.0300,18.8500,637736
Saudi Arabia,Ash Sharqīyah,25.3487,49.5856,637389
Indonesia,Yogyakarta,-7.7800,110.3750,636660
Poland,Dolnośląskie,51.1104,17.0300,634893
Canada,Manitoba,49.8830,-97.1660,632063
Russia,Udmurtiya,56.8500,53.2300,631038
United States,Florida,26.6445,-81.9955,630134.0
United States,Massachusetts,42.1155,-72.5395,628076.0
China,Hebei,39.5401,115.7900,628000
India,Odisha,22.2304,84.8300,625831
Canada,Québec,46.8400,-71.2456,624177
Poland,Wielkopolskie,52.4058,16.8999,623997
United States,Colorado,38.8674,-104.7606,623946.0
Egypt,Būr Sa‘īd,31.2600,32.2900,623864
India,Mahārāshtra,19.1700,77.3000,623708
Pakistan,Khyber Pakhtunkhwa,32.9890,70.5986,622419
United Kingdom,Southend-on-Sea,51.5500,0.7200,618386
Germany,Saxony,51.0500,13.7500,617515
Germany,Hesse,50.0804,8.2500,617126
United States,South Carolina,32.8151,-79.9630,616085.0
China,Beijing,40.2248,116.1944,614821
Indonesia,Sulawesi Tengah,-0.9070,119.8330,612445
China,Jiangsu,32.4904,119.9000,612356
China,Hebei,37.0500,114.5000,611739
Turkey,Samsun,41.2800,36.3437,609339
Egypt,Al Uqşur,25.7000,32.6500,609248
India,Karnātaka,15.8650,74.5050,608756
Indonesia,Kalimantan Barat,-0.0300,109.3200,607311
Russia,Yaroslavskaya Oblast’,57.6200,39.8700,606730
Algeria,Constantine,36.3600,6.5999,605179
Indonesia,Kalimantan Selatan,-3.3300,114.5801,603576
United States,Michigan,42.9615,-85.6557,602694.0
Iraq,Kirkūk,35.4722,44.3923,601433
India,Mahārāshtra,16.8604,74.5750,601214
Venezuela,Anzoátegui,10.1304,-64.7200,600954
United States,California,33.6095,-117.6550,600474.0
Egypt,Sūhāj,26.5504,31.7000,600000
Egypt,Ad Daqahlīyah,31.0504,31.3800,600000
Brazil,Rio Grande do Sul,-29.9200,-51.1800,600000
Russia,Altayskiy Kray,53.3550,83.7450,599579
Iran,Sīstān va Balūchestān,29.5000,60.8300,598887
Afghanistan,Nangarhār,34.4415,70.4361,597971
United States,New York,42.6664,-73.7987,597270.0
Peru,Lambayeque,-6.7629,-79.8366,596792
Mexico,Sonora,29.0989,-110.9541,595811
India,Mahārāshtra,19.9700,79.3000,595118
Iraq,Bābil,32.4721,44.4217,594605
Saudi Arabia,Ar Riyāḑ,23.4895,46.7564,594605
Iran,Gīlān,37.3000,49.6300,594590
Japan,Nagano,36.6500,138.1700,594311
Vietnam,Nghệ An,18.7000,105.6800,593645
Nigeria,Ogun,7.1604,3.3500,593100
Turkey,Kayseri,38.7350,35.4900,592840
Indonesia,Kalimantan Timur,-0.5000,117.1500,592228
India,Rājasthān,26.4500,74.6400,589985
Germany,North Rhine-Westphalia,51.5300,7.4500,588462
Russia,Primorskiy Kray,43.1300,131.9100,587022
Russia,Irkutskaya Oblast’,52.3200,104.2450,586695
United States,Tennessee,35.9692,-83.9496,585249.0
Malawi,Blantyre,-15.7900,34.9899,584877
United States,Louisiana,30.4419,-91.1310,583613.0
China,Anhui,30.5000,117.0500,580497
India,Odisha,20.4700,85.8899,580000
Japan,Tōkyō,35.6577,139.3261,579399
Russia,Khabarovskiy Kray,48.4550,135.1200,579000
Mexico,Veracruz,19.1773,-96.1600,578963
Congo (Kinshasa),Tshopo,0.5200,25.2200,578470
Iran,Kermān,30.3000,57.0800,577514
Iran,Āz̄arbāyjān-e Gharbī,37.5300,45.0000,577307
India,Rājasthān,28.0304,73.3299,576015
Guatemala,Quetzaltenango,14.8300,-91.5200,575263
United States,California,35.3530,-119.0359,574362.0
United States,Utah,41.2280,-111.9677,573632.0
China,Xinjiang,44.3000,86.0299,573182
Malaysia,Sarawak,1.5300,110.3300,570407
China,Shanxi,39.3004,112.4200,570000
Japan,Niigata,37.9200,139.0400,569797
Colombia,Risaralda,4.8104,-75.6800,568750
Macau,,22.2030,113.5450,568700
United States,Connecticut,41.3112,-72.9246,568144.0
Côte D’Ivoire,Vallée du Bandama,7.6900,-5.0300,567481
United States,South Carolina,34.0376,-80.9037,566166.0
United States,Ohio,41.0798,-81.5219,565920.0
Indonesia,Sumatera Utara,3.6204,98.5001,564979
Brazil,Minas Gerais,-18.9000,-48.2800,563536
Brazil,São Paulo,-23.4900,-47.4700,563281
China,Anhui,30.9504,117.7800,562832
China,Shandong,37.5000,122.1000,560255
Argentina,Buenos Aires,-38.0000,-57.5800,555897
Cuba,Santiago de Cuba,20.0250,-75.8213,555865
China,Jilin,43.1700,124.3300,555609
Japan,Kagoshima,31.5860,130.5611,555352
Indonesia,Jawa Tengah,-7.5650,110.8250,555308
Russia,Dagestan,42.9800,47.5000,554981
India,Gujarāt,21.7784,72.1300,554978
Nigeria,Akwa Ibom,5.0080,7.8500,554906
United Kingdom,"Bristol, City of",51.4500,-2.5833,553528
Pakistan,Punjab,29.3900,71.6750,552607
Morocco,Rabat-Salé-Kénitra,34.2704,-6.5800,551786
Brazil,São Paulo,-21.1700,-47.8300,551267
Japan,Ishikawa,36.5600,136.6400,551249
Russia,Orenburgskaya Oblast’,51.7800,55.1100,550204
Spain,Andalusia,36.7204,-4.4200,550058
Saudi Arabia,Tabūk,28.3838,36.5550,547957
Venezuela,Anzoátegui,10.1700,-64.6800,546616
China,Jiangxi,29.7300,115.9800,545616
India,Haryāna,29.1700,75.7250,544829
China,Xinjiang,39.4763,75.9699,543914
Mozambique,Maputo,-25.9696,32.4600,543907
India,Chhattīsgarh,22.0904,82.1600,543454
Pakistan,Punjab,32.0854,72.6750,542603
Germany,Saxony,51.3354,12.4100,542529
India,Tamil Nādu ,8.7304,77.6900,542200
Mexico,Quintana Roo,21.1700,-86.8300,542043
China,Jiangsu,32.4000,119.4300,539715
Russia,Kemerovskaya Oblast’,53.7500,87.1150,539616
Syria,Al Lādhiqīyah,35.5400,35.7800,539147
Mexico,Tamaulipas,25.8800,-97.5000,538785
Sweden,Västra Götaland,57.7500,12.0000,537797
Japan,Shiga,35.0064,135.8674,536976
Russia,Tomskaya Oblast’,56.4950,84.9750,535479
China,Gansu,35.6000,103.2000,534555
Japan,Ehime,33.8455,132.7658,533541
France,Normandie,49.4304,1.0800,532559
China,Guangdong,22.5804,113.0800,532419
Mexico,Oaxaca,17.0827,-96.6699,530728
Mozambique,Sofala,-19.8200,34.8700,530604
India,Andhra Pradesh,16.3300,80.4500,530577
Lebanon,Liban-Nord,34.4200,35.8700,530000
Iran,Hamadān,34.7960,48.5150,528256
China,Hebei,38.3204,116.8700,527681
Malaysia,Sabah,5.9800,116.1100,527671
Australia,Queensland,-28.0815,153.4482,527660
China,Jiangxi,27.1304,115.0000,520248
Brazil,Paraná,-23.3000,-51.1800,520238
Russia,Ryazanskaya Oblast’,54.6200,39.7200,520173
China,Hubei,30.3200,112.2300,520000
Colombia,Antioquia,6.3300,-75.5700,519670
Russia,Tyumenskaya Oblast’,57.1400,65.5300,519119
Russia,Lipetskaya Oblast’,52.6200,39.6400,515655
India,West Bengal,26.7204,88.4550,515574
Turkey,Eskişehir,39.7950,30.5300,514869
Indonesia,Aceh,5.5500,95.3200,513698
India,Madhya Pradesh,23.1904,75.7900,513350
Argentina,Salta,-24.7834,-65.4166,512686
Russia,Penzenskaya Oblast’,53.1800,45.0000,512602
Algeria,Blida,36.4203,2.8300,511348
Ukraine,Mykolayivs’ka Oblast’,46.9677,31.9843,510840
Iraq,Karbalā’,32.6149,44.0245,510692
Egypt,As Suways,30.0050,32.5499,508335
Poland,Śląskie,50.3304,18.6700,507670
Indonesia,Sumatera Barat,-0.3031,100.3615,506964
China,Jilin,42.9000,125.1300,506548
Malaysia,Kelantan,6.1200,102.2300,505583
Brazil,São Paulo,-23.2000,-46.8800,505548
United Kingdom,"Edinburgh, City of",55.9483,-3.2191,504966
Mexico,Tlaxcala,19.3200,-98.2300,503878
United States,Utah,40.2457,-111.6457,503695.0
